"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"60': 2 rounds of 3' LT, 2' AeC, 1' AnC, 30"" Max","Bike","Great workout to help you raise your power threshold. The first time through, hit your numbers. If you feel good, be on the higher end. Second time through, be stronger. You might go above your zones. When I did this set, I did 3' LT in round 1 and 3' AeC in round 2. Don't back down from the challenge. Mentally push through! The MAX efforts should be 1.5-2x higher than your LT power or perceived exertion. 10' WU . 5' gradually build to tempo + 5' easy . 3' LT + 3' Easy 2' AeC + 2' Easy 1' AnC + 1' Easy 30"" MAX! + 30"" Easy . 5' AeT + 5' High AeT . Next time through....raise your game (5-10 watts...at least on each section...except easy) 3' LT + 3' Easy 2' AeC + 2' Easy 1' AnC + 1' Easy 30"" MAX! + 30"" Easy . 4' CD","1","","2017-01-11","","0","209","594","754.112","","1.0022708468967","0","","91","","144","179","","","0.919702313485634","84.17","3","24","21","13","0","","","","","","20","23","2","3","7","6","","","","","",""
"","Run","Transition run to Cape May Ferry","0.666666666666667","","2017-01-12","","7308.77978515625","","","","","0.750980292426215","2.70300006866455","","74","","141","161","","","0.712294770607518","41.92","5","22","7","0","0","0","0","","","","","","","","","","","","","","",""
"","Bike","Ride to Cape May Lighthouse","1.25","","2017-01-12","","32389.099609375","197","647","812.327","","1.14594441731771","7.85099983215332","","92","","134","168","","","0.78643856985177","70.16","5","54","9","2","0","","","","","","10","30","21","5","2","2","","","","","",""
"","Bike","Ride home from work","1","","2017-01-13","","26594.220703125","174","527","635.69","","1.01683973524306","7.2649998664856","","90","","133","157","","","0.686397734845414","47.41","3","47","11","0","0","","","","","","19","25","10","3","2","2","","","","","",""
"","Swim","","0.5","","2017-01-13","","2011.68005371094","","","","","0.494266947640313","1.12854313645254","","22","","","","","","0.989119149113898","47.83","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-01-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Aerobic trainer ride","1","","2017-01-15","","0","144","209","534.398","","1.02972222222222","0","","92","","124","145","","","0.52777994580255","28.54","7","54","1","0","0","","","","","","46","16","0","0","0","0","","","","","",""
"","Bike","MTB @ Lorton with Josh and Justin","1.5","","2017-01-16","","23271.599609375","","","","","1.48510308159722","4.35300016403198","","","","","","","","","120","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","0.833333333333333","","2017-01-17","","9877.7802734375","","","","","0.838522203233507","3.2720000743866","","76","","145","193","","","0.924230214136173","78.98","19","22","4","3","1","0","0","","","","","","","","","","","","","","",""
"","Swim","400 Free 400 IM with fins 400 Paddles 400 Free (75 easy + 25 fast) 300 Free (75 easy + 25 fast) 200 Free (50 easy + 50 fast) 100 CD 2200 yds","0.5","","2017-01-18","","1828.80004882813","","","","","0.439179725117154","1.15426202077149","","22","","","","","","1.01198764780844","45.52","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","1.75","","2017-01-19","","34450.26171875","","","","","1.79034505208333","5.34499979019165","","","","127","157","","","0.616592434503235","76.53","17","78","13","0","0","","","","","","","","","","","","","","","","",""
"2400yds: Descending 100s & Fast 50s","Swim","This workout is high intensity and will require you to mentally push through at the end. Plenty of variety to keep you occupied too!  . 2 x 100 @ comfortable intensity. Take the avg of these and that's your ""Pace"" for the workout 2 x 100 @ pace - 1 second :20 2 x 100 @ pace - 2 seconds :20 1 x 100 @ Pace :20 1 x 100 @ pace - 1 second :20 1 x 100 @ pace - 2 seconds :20 1 x 100 @ pace - 3 second :20 1 x 100 @ pace - 4 seconds :20 1 x 100 @ pace - 5 second :20 . 200 Easy (Using Pull Buoy or Fins is encouraged) 1:00 200 Pull (Paddles if you have them) @ pace :30 100 @ pace :30 . Time for very short efforts. Lots of rest so nail the times and use the pace from the previous set but adjust for the length (Divide by 2 for 50s and 4 for 25s) 1 x 50 @ pace -3 seconds :25 1 x 50 @ pace -4 seconds :25 1 x 50 @ pace -5 seconds :25 1 x 25 @ pace -10 seconds :30 1 x 25 @ pace - 11 seconds :30 200 Easy (Using Pull Buoy or Fins is encouraged) 1:00 , During the second time through, really focus on the finish of your stroke! 1 x 50 @ pace -4 seconds :25 1 x 50 @ pace -5 seconds :25 1 x 50 @ pace -6 seconds :25 1 x 25 @ pace -10 seconds :30 1 x 25 @ pace - 11 seconds :30 . 100 CD","0.5","","2017-01-20","","2194.56005859375","","","","","0.509200002087487","1.19392529730007","","23","","","","","","1.04739463118094","58.51","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Aerobic Trainer Ride","0.833333333333333","","2017-01-21","","0","185","236","540.528","","0.834819471571181","0","","89","","126","139","","","0.663981953236839","36.39","2","48","0","0","0","","","","","","2","46","2","0","0","0","","","","","",""
"","Run","Vertical bounding hill repeats","0.75","","2017-01-21","","8981.41015625","","","","","0.796623331705729","3.13199996948242","","74","","143","165","","","0.871612519880256","66.69","14","16","11","2","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Lots of short fast stuff","0.5","","2017-01-23","","1920.24005126953","","","","","0.449526391824086","1.18502759860081","","22","","","","","","1.03812965895539","50.29","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Vegas Road Bike","2","","2017-01-24","","50852.44140625","203","825","1349.526","","1.85335557725694","7.62200021743774","","88","","132","167","","","0.912536155735009","154.35","32","33","38","8","0","","","","","","34","16","20","17","10","14","","","","","",""
"Vegas MTB","Bike","","2","","2017-01-25","","35478.01171875","","","","","2.07744059244792","4.74399995803833","","","","131","168","","","0.649593943780684","98.92","24","63","37","2","0","","","","","","","","","","","","","","","","",""
"","Bike","Vegas MTB","2.25","","2017-01-26","","38914.71875","","","","","2.26054660373264","4.78200006484985","","","","131","161","","","0.639165168281368","104.44","23","76","36","0","0","","","","","","","","","","","","","","","","",""
"","Day Off","Travel","","","2017-01-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Wakefield Ride","1.25","","2017-01-28","","27563.23046875","","","","","1.35967895507813","5.63100004196167","","","","122","143","","","0.600919625903638","54.81","18","64","0","0","0","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-01-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Exhausted from travel","","","2017-01-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","You will be picking up the pace at different sections within the 150s and 75s during the main set. Great aerobic workout where speed creates variety. .300 Free 300 IM Fins 300 Pull . Make the second time through faster for each 150! 6 × 150 :30 (#1-50 Fast+100 Easy, #2-50 Easy+50 Easy+50 Easy, #3-100 easy+50 Fast, repeat) . Make the second time through faster for each 75! 6 × 75 :20 (#1-25 Fast+50 Easy, #2-25 Easy+25 Easy+25 Easy, #3-500 easy+25 Fast, repeat) . 150 CD","0.5","","2017-01-31","","2194.56005859375","","","","","0.5289491698477","1.14974279293867","","23","","","","","","1.00828846850694","54.22","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2017-02-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Ride to work","0.75","","2017-02-02","","21072.439453125","172","509","475.743","","0.768763902452257","7.61399984359741","","90","","134","159","","","0.719508837894391","39.51","2","36","8","0","0","","","","","","19","14","6","3","2","2","","","","","",""
"","Bike","bike home part 1","0.5","","2017-02-02","","14036.83984375","237","717","421.661","","0.494138895670573","7.89099979400635","","81","","143","170","","","0.998989526970417","48.56","1","11","13","4","0","","","","","","6","6","4","2","4","7","","","","","",""
"","Bike","Bike home part 2","0.5","","2017-02-02","","15915.0400390625","239","747","482.04","","0.560342780219184","7.8899998664856","","69","","141","161","","","1.01701207577026","57.55","2","15","17","1","0","","","","","","8","5","3","3","5","9","","","","","",""
"5 miles: Build middle 3 miles. Stop. Capture HR. Rest for 1' and capture HR again","Run","Use the first mile to gradually warm-up. Then the next 3 miles, it's on! You have the green light to push at whatever pace you want. The only requirement is that you increase the intensity each mile! After that building session for 3 miles, STOP! Check your HR immediately. Then after 1 minute, check it again. (Garmin 920xt will automatically alert you). How much did it drop? Please provide the numbers numbers because it matters the rate at which is dropped matters. Then after that minute rest, start up and cruise home at a comfortable pace for the final mile.","0.666666666666667","","2017-02-03","","8151.740234375","","","","","0.60439697265625","3.74699997901917","","78","","158","179","","","1.08080833201254","77.17","5","8","7","7","4","5","0","","","","","","","","","","","","","","",""
"","Bike","Aerobic endurance MTB to Lake Fairfax & back!","1.5","","2017-02-04","","33973.05078125","","","","","1.60013888888889","5.89799976348877","","","","130","166","","","0.631131169022766","71.49","13","68","13","2","0","","","","","","","","","","","","","","","","",""
"","Bike","MTB Clinic","1","","2017-02-05","","15727.4501953125","","","","","1.09027608235677","4.00699996948242","","","","126","165","","","0.634498809632739","48.72","19","34","12","1","0","","","","","","","","","","","","","","","","",""
"30': Shakeout/Recovery Run w 4 x 45"" building efforts","Run","Run to HS","0.0833333333333333","","2017-02-06","","791.400024414063","","","","","0.0739088863796658","2.97399997711182","","77","","126","141","","","0.838159156474533","5.39","4","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Run","This can be done on a tready, track, or on rolling terrain. Idea is to shake the legs out. DO NOT OVERCOOK the efforts...pretty please! . 10' WU . 45"" effort building to 10K RPE at the end + 3' easy 45"" effort slightly faster in the middle + 3' easy 45"" effort @ 10K RPE throughout + 3' easy 45"" effort @ 5K RPE throughout + 3' easy . 5' easy CD","0.416666666666667","","2017-02-06","","5067.85009765625","","","","","0.422833896213108","3.3289999961853","","76","","149","172","","","0.926000904083085","39.33","5","12","5","2","0","0","0","","","","","","","","","","","","","","",""
"2400yds: 4x(2x50 Drill + 200 Pull) & Building 75s+50s","Swim","Your objective for the first part of this workout is to swim relaxed and focus on your stroke. For the PULL sections, use paddles if you have them and hold a consistent time but not speedy. Use the 75s and 50s at the end to flush the body and then cool down again. . 400 choice warm up . 2 x 50 (25 Catch-Up + 25 Easy) :15 200 Pull :30 2 x 50 (25 FTD + 25 Easy) :15 200 Pull :30 2 x 50 (25 right arm only + 25 Easy) :15 200 Pull :30 2 x 50 (25 left arm only + 25 Easy) :15 200 Pull :30 . 4 x 75 :15 (Each one gets 2 seconds faster!) 200 Pull :30 4 x 50 :15 (Each one gets 2 seconds faster!) . 100 CD","0.5","","2017-02-06","","2011.67999694225","","","","","0.483333333333333","1.15613792927715","","24","","","","","","1.03616058650584","42.95","","","","","","","","","","","","","","","","","","","","","",""
"60': Outdoors - Easy'ish ride or Indoors - short spurts & OLDS","Bike","Either ride outside with some rolling terrain (spin up the hills please) or perform this easy'ish ride with a few efforts and drills the work the legs out. . 10' WU . Perform @ ~95 rpm 5 x (1' low tempo + 1' ez) 10' high AeT . 5 x (30"" OLDs each leg + 1' ez) . Perform @ ~95 rpm 10' high AeT 2 x (1' low AeC + 4' ez)","1","","2017-02-07","","29217.80078125","183","641","660.442","","1.0008011203342","8.10999965667725","","89","","135","157","","","0.742794728830237","54.71","2","39","19","0","0","","","","","","19","20","11","4","3","3","","","","","",""
"","Bike","Easy ride to work","0.75","","2017-02-08","","21224.9609375","169","571","456.998","","0.750976969401042","7.85099983215332","","89","","125","152","","","0.715227969570939","38.26","8","34","3","0","0","","","","","","19","14","5","3","1","2","","","","","",""
"","Bike","53x11 Wild Boy Style! HAMMER!!!","1.25","","2017-02-08","","37410.48828125","246","741","1050.891","","1.18684027777778","8.75599956512451","","87","","147","167","","","1.00426975387938","118.77","2","15","44","10","0","","","","","","15","9","10","12","10","16","","","","","",""
"","Run","Easy run with Jackson","0.5","","2017-02-09","","5844.39990234375","","","","","0.490988905164931","3.30599999427795","","76","","136","157","","","0.903651109843358","43.67","20","8","1","0","0","0","0","","","","","","","","","","","","","","",""
"","Run","Transition run","0.166666666666667","","2017-02-10","","2028.46997070313","","","","","0.17480472140842","3.22300004959106","","78","","112","133","","","0.90594915251513","15.21","5","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"60': 3 stages of climbing bliss","Bike","Think of this workout as 3 different sections: long griding climb, punchy climb, attacking climb. EnjoY! . 15' Gradual Warm-Up . 5' Tempo @ 85-90 RPM 10' LT @ 65-75 RPM 5' Easy @ 95-100 rpm . 5' LT @ 65-75 RPM 2' AeC @ 65-75 RPM 1' AnC @ 65-75 RPM 2' Easy @ 95-100 rpm . Repeat 4 times...build each max output! 2' LT @ 65-75 rpm 15"" MAX! @ 75-85 rpm . 5' CD @ 90-95 rpm","1","","2017-02-10","","0","243","568","877.043","","1.00084025065104","0","","82","","140","176","","","0.971554451508182","93.68","8","23","16","13","0","","","","","","8","14","10","5","19","3","","","","","",""
"","Bike","Long Aerobic Ride","2.25","","2017-02-11","","48581.421875","","","","","2.29774929470486","5.8730001449585","","","","129","161","","","0.633134249088695","104.19","23","83","31","1","0","","","","","","","","","","","","","","","","",""
"","Run","Transition run with pups","0.166666666666667","","2017-02-11","","1178.91003417969","","","","","0.112504170735677","2.91100001335144","","78","","","","","","0.757831987305505","6.79","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-02-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSD","Swim","400, 600, 1000, 200","0.5","","2017-02-13","","2011.68005371094","","","","","0.49105722533332","1.13677489617139","","22","","","","","","0.99558437889446","48.46","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Shakeout run","0.5","","2017-02-14","","6470.06982421875","","","","","0.496871948242188","3.61700010299683","","77","","144","166","","","0.981611657608138","52.13","11","10","7","1","0","0","0","","","","","","","","","","","","","","",""
"","Bike","Easy trainer ride","0.75","","2017-02-15","","0","186","234","503.66","","0.755305582682292","0","","93","","128","146","","","0.675976537341544","34.22","4","39","2","0","0","","","","","","2","43","1","0","0","0","","","","","",""
"","Bike","Ride home through the tough wind","1","","2017-02-16","","26817.669921875","199","613","749.893","","1.05041639539931","7.09200000762939","","88","","131","158","","","0.795324328391456","65.84","5","51","7","0","0","","","","","","14","17","16","9","4","4","","","","","",""
"","Bike","Easy ride to work","0.666666666666667","","2017-02-16","","19090.740234375","187","513","451.391","","0.669340277777778","7.9229998588562","","88","","135","159","","","0.771259534634987","39.37","2","26","13","0","0","","","","","","12","13","8","4","2","3","","","","","",""
"","Bike","Shakeout MTB @ Wakefield","1","","2017-02-17","","19005.119140625","","","","","0.942603624131944","5.60099983215332","","","","119","144","","","0.602209607081252","37.81","19","37","1","0","0","","","","","","","","","","","","","","","","",""
"","Bike","Openers","0.5","","2017-02-18","","7048.58984375","","","","","0.427383321126302","4.58099985122681","","","","126","157","","","0.624773032655685","18.08","4","19","2","0","0","","","","","","","","","","","","","","","","",""
"","Bike","Long ride before Bennett's birth!","3","","2017-02-19","","63251.1796875","","","","","2.82885687934028","6.21099996566772","","","","132","169","","","0.646702680205366","134.54","53","60","52","5","0","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Bennett's Birth!","","","2017-02-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","1.16666666666667","","2017-02-28","","27985.439453125","","","","","1.18114339192708","6.58199977874756","","","","139","168","","","0.691313603156289","62.79","5","34","25","7","0","","","","","","","","","","","","","","","","",""
"","Run","","0.583333333333333","","2017-03-01","","7277.18017578125","","","","","0.584740804036458","3.45700001716614","","76","","149","167","","","0.958042830540134","58.63","10","11","10","5","0","0","0","","","","","","","","","","","","","","",""
"","Bike","","1.08333333333333","","2017-03-02","","25741.8203125","","","","","1.09373446994358","6.53800010681152","","","","135","166","","","0.650698293646947","51.41","5","42","19","0","0","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-03-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","0.75","","2017-03-04","","0","182","224","498.305","","0.761055569118924","0","","91","","123","144","","","0.6625782121103","32.97","9","36","1","0","0","","","","","","2","43","0","0","0","0","","","","","",""
"","Run","","0.25","","2017-03-04","","3230.7099609375","","","","","0.268015001085069","3.34800004959106","","79","","76","109","","","0.933369531681364","25.03","","","","","","","","","","","","","","","","","","","","","",""
"60': 3x3' efforts + 3x30"" 125-175% FTP + 3x15"" Max Efforts","Bike","The tough part of the workout is at the end. If you're not feeling it initially, give it time. let your body adapt and stay positive. Start on the low end of your zones for every set and build each effort! The end is mental. Can you break through? Keep the entire workout at 85-95 rpm unless stated. . 10' WU . 3 x (3' tempo + 2' easy) . 3' low LT @ 65-75 rpm + 2' easy 3' high LT @ 65-75 rpm + 2' easy 3' AeC @ 65-75 rpm + 2' easy . 30"" 125% above FTP + 90"" easy 30"" 150% above FTP + 90"" easy 30"" 175% above FTP + 90"" easy . 5' AeT->High AeT . Your max efforts should be 200% above your LT power zone. This is a 10 out of 10 on the RPE scale. Go BANANAS! 2 x (15"" MAX + 75"" EASY) . CD with remaining time....Can you do one more MAX effort with 3' left that beats your 2nd max effort? Even if you're doubting yourself, try it...see what happens.","1","","2017-03-05","","0","219","734","789.812","","1.00223612467448","0","","89","","141","177","","","0.928455402001046","85.59","7","20","23","10","0","","","","","","10","27","9","2","8","3","","","","","",""
"","Run","","0.166666666666667","","2017-03-05","","2101.13989257813","","","","","0.168084716796875","3.47199988365173","","80","","161","174","","","0.967847700410953","16.68","1","1","2","5","1","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-03-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","LT Spin","1.08333333333333","","2017-03-07","","0","200","352","800.879","","1.11029168023003","0","","92","","143","174","","","0.766604166943586","64.94","3","26","31","6","0","","","","","","2","53","4","2","6","0","","","","","",""
"","Run","Notoway Run","0.583333333333333","","2017-03-07","","6931.740234375","","","","","0.587516411675347","3.27699995040894","","75","","140","165","","","0.90478249889324","52.52","10","14","7","1","0","0","0","","","","","","","","","","","","","","",""
"","Bike","","","","2017-03-07","","0.200000002980232","177","178","0.175","","0.000425277782811059","0.129999995231628","","86","","97","97","","","0.729201426072535","0.01","0","0","0","0","0","","","","","","0","0","0","0","0","0","","","","","",""
"","Bike","Ride on WOD with Matt Smith","1.5","","2017-03-08","","43543.87109375","203","710","1044.198","","1.42823608398438","8.4689998626709","","90","","132","167","","","0.886169586022794","111.42","14","43","23","6","0","","","","","","24","16","15","14","9","7","","","","","",""
"","Bike","Wakefield rip","1.25","","2017-03-09","","29666.4296875","","","","","1.2698541937934","6.48899984359741","","","","139","166","","","0.675330274025796","64.55","2","43","28","4","0","","","","","","","","","","","","","","","","",""
"","Swim","Working on the professor's stroke","0.25","","2017-03-10","","914.399998610112","","","","","0.25","1.01599999845568","","","","","","","","0.888888888888889","17.56","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","","","","2017-03-10","","640.080017089844","","","","","0.154038334157732","1.15361535178138","","23","","","","","","1.0098496636946","15.86","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-03-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40': 3 x 3-5' MEs + 2 x 5' @ high cadence","Bike","Short ride that is best to be done inside. If done outside, please do it outside and extend the WU & CD so total time is 60'. . The changes in cadence will get your blood pumping and tire you out more than you expect after looking at it on paper. Please keep stay within the cadence and recommended zones. . 10' high AeT @ 95 rpm . 5' high AeT @ 100 rpm 5' LT @ 80 rpm 5' high AeT @ 95 rpm . Increase the power on the second AeC effort. FYI - the tempo effort is a bitch at that cadence 3' AeC @ 80 rpm 2' easy @ 90 rpm 5' low tempo @ 100 rpm 3' AeC @ 80 rpm 2' CD","0.666666666666667","","2017-03-12","","0","231","373","555.772","","0.670576917860243","0","","90","","147","175","","","0.904014914595148","54.25","2","11","14","13","0","","","","","","0","18","12","1","6","3","","","","","",""
"15': 1 mile @ half marathon RPE + 1/2 @ 10K + 1/2 @ 5K","Run","Simple but tough transition run. Steady pace (half marathon RPE) for first mile. Second mile, 1/2 mile @ 10K pace + 1/2 mile @ 5K. Stop the watch and make sure you walk around and CD","0.25","","2017-03-12","","3218.68899578513","","","","","0.233333333333333","3.83177261402991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Easy MTB with Kathy","1.25","","2017-03-13","","26161.349609375","","","","","1.27130940755208","5.71600008010864","","","","117","151","","","0.605823358799109","52","42","31","3","0","0","","","","","","","","","","","","","","","","",""
"","Run","Tready run @ 1%","0.583333333333333","","2017-03-14","","7000.64856583265","","","","","0.583333333333333","3.33364217420602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Shortened transition tready. Lord Bennett was a hungry hippo","0.166666666666667","","2017-03-15","","804.672248946282","","","","","0.0666666666666667","3.35280103727617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60': 5 x 4' temp/LT efforts + 3x20"" MAX!","Bike","Our aim here is to do some sub threshold work to warm up, then short threshold work and then max it out. This is how we raise our power threshold. The efforts should be done @ 85-90 rpm and be in aero for all efforts except the last one, which is your choice. . 10' WU . Add more power each time through so start on the lower end please. 2 x (4' Tempo + 2' Easy) 1 x (4' LT + 2' Easy) . 5' High AeT . 1 x (4' LT + 2' Easy) . This is your choice...you can do it @ LT in aero or @ AeC with hands on the hoods 1 x (4' LT or AeC + 2' Easy) . Add more power each time through so start on the lower end please 3 x (20"" MAX POWER + 100"" Rest) . CD with remaining time","1","","2017-03-15","","0","228","747","769.341","","0.935138888888889","0","","92","","149","179","","","0.929537843653663","80.23","4","14","19","20","0","","","","","","3","26","9","5","10","2","","","","","",""
"","Day Off","Rest","","","2017-03-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Snow/Slush Aerobic Run","0.666666666666667","","2017-03-17","","8442.1201171875","","","","","0.714945814344618","3.27999997138977","","77","","147","172","","","0.925714496945372","67.31","16","13","9","4","0","0","0","","","","","","","","","","","","","","",""
"","Bike","","1.5","","2017-03-18","","0","187","239","675.577","","1.00175693088108","0","","92","","131","149","","","0.683921130532348","46.55","2","52","7","0","0","","","","","","2","55","4","0","0","0","","","","","",""
"","Run","Easy transition run","0.25","","2017-03-18","","3231.9599609375","","","","","0.275525275336372","3.25799989700317","","78","","129","162","","","0.914780005595672","24.73","3","5","4","0","0","0","0","","","","","","","","","","","","","","",""
"70': 3 x under-overs, 4 x VO2 max efforts","Bike","15' WU (last 5' low tempo) . Under-overs 3 x (2' tempo + 2' AeC + 4' easy) . 10' high AeT . VO2 max efforts 4 x (2' AeC + 2' easy) . 5' easy","1.08333333333333","","2017-03-19","","0","227","373","876.528","","1.07092359754774","0","","92","","143","174","","","0.908404834590812","87.8","5","22","24","13","0","","","","","","4","30","12","5","7","6","","","","","",""
"","Run","","0.5","","2017-03-20","","5398.72998046875","","","","","0.435891655815972","3.44000005722046","","77","","142","161","","","0.974671622532331","44.95","4","14","6","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2017-03-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","1","","2017-03-22","","0","198","283","713.737","","1.00222913953993","0","","92","","137","161","","","0.745972196834898","55.37","6","30","23","1","0","","","","","","5","39","10","7","0","0","","","","","",""
