"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"3100: 4x400(mixed with build & 5 hypox)","Swim","4 x 500 4 x 200 50 CD","0.75","","2015-01-16","","2697.47999589983","","","","","0.75","0.999066665148085","","","","","","","","0.279850606484058","1.64","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Bike commute","2","","2015-01-16","","46459.328125","101","894","548.371","","1.75799298286438","7.34100008010864","","61","","139","162","","","0.510609483958334","45.65","44","32","28","1","0","","","","","","83","11","5","3","2","1","","","","","",""
"","Run","Beach Run","1","","2015-01-17","","10782.6081358802","","","","","1","2.99516892663338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Aerobic trainer ride","1","","2015-01-18","","32186.8899578513","","","","","1.05240972222222","8.49555318359354","","","","122","143","","","0.604081883642356","43.12","19","43","2","0","0","","","","","","","","","","","","","","","","",""
"","Run","Low tide run toward Fort Askew","1","","2015-01-19","","11587.2803848265","","","","","0.966666666666667","3.32967827150186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Seeing the Cape May sights with Delmo Sports","1.5","","2015-01-19","","41893.02","7","568","39.353","","1.54012166666667","6.97984338553815","","32","","124","157","","","0.0717076540811382","0.8","21","71","8","0","0","","","","","","99","0","0","0","0","0","","","","","",""
"","Day Off","Sick","","","2015-01-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2015-01-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2015-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Ride to and from work on new cross bike","2","","2015-01-23","","48763.1382861447","","","","","2.03333333333333","6.66163091340774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Trainer","0.75","","2015-01-24","","0","193","450","547.64","","0.7890625","","","94","","141","165","","","0.717537033337557","40.19","1","13","33","1","0","","","","","","4","37","6","0","0","0","","","","","",""
"","Bike","Ride on Trail","2.25","","2015-01-25","","65339.3866144381","","","","","2.25","8.06659094005408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2015-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2015-01-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2015-01-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","First ride back. Going to be a slow process","1.08333333333333","","2015-01-29","","32186.8899578513","","","","","1.08423611111111","8.2461768930638","","","","133","149","","","0.629915943987882","48.82","4","50","13","0","0","","","","","","","","","","","","","","","","",""
"","Bike","Trainer: MS 4 x (5' tempo + 5' AeT)","1","","2015-01-30","","32186.8899578513","","","","","1.03333333333333","8.65238977361593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","10' WU . 2 x (15' High AeT + 5' AR)","0.833333333333333","","2015-01-31","","24140.1674683884","194","330","590.385","","0.846277777777778","7.9236419183314","","96","","135","152","","","0.717453078336138","43.12","3","29","18","0","0","","","","","","3","31","17","0","0","0","","","","","",""
"","Run","Transition Run","0.583333333333333","","2015-01-31","","6437.37799157025","","","","","0.577222222222222","3.09787198824363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Where'd my stroke go?","0.5","","2015-01-31","","1463.03999777618","","","","","0.5","0.812799998764544","","","","","","","","0.227675069681945","0.59","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Group ride from Tri360 to MD. Attack Anglers","3","","2015-02-01","","65983.1244135951","","","","","2.7","6.78838728534929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Recovery Ride","0.833333333333333","","2015-02-02","","24140.1674683884","125","179","385.076","","0.8370625","8.01087382907769","","89","","122","134","","","0.378224167170374","1.23","45","0","0","0","0","0","0","","","","51","0","0","0","0","0","","","","","",""
"","Swim","Masters: 16x50","0.75","","2015-02-03","","2194.55999666427","","","","","0.75","0.812799998764544","","","","","","","","0.204907562713751","0.72","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Easy run to pool to coach","0.416666666666667","","2015-02-03","","5149.9023932562","","","","","0.416666666666667","3.4332682621708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Coaching Milt. Ran some stairs too","0.5","","2015-02-04","","5310.83684304546","","","","","0.516666666666667","2.85528862529326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Big ring work commute. Nuke the climbs!","2.25","","2015-02-04","","64373.7799157025","","","","","2.33333333333333","7.66354522805983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2015-02-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Military Rd Hill Run","0.833333333333333","","2015-02-06","","11426.3459350372","","","","","0.875","3.62741140794832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Unstructured High Cadence AeT Trainer Ride","0.833333333333333","","2015-02-06","","24140.1674683884","197","808","631.025","","0.870548611111111","7.70273134546014","","96","","131","146","","","0.873122097259739","65.65","4","46","4","0","0","","","","","","2","47","4","0","0","1","","","","","",""
"","Bike","Wakefield Mountain Bike","2","","2015-02-07","","37175.8579013182","","","","","1.91666666666667","5.38780549294467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition Run","0.25","","2015-02-08","","3218.68899578513","","","","","0.258333333333333","3.46095590944637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Ride to Audrey Moore on Cross Bike","1","","2015-02-08","","22852.6918700744","","","","","1.03333333333333","6.14319673926731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2800yds: 3x(200 Drill+300 Pull + 200 Build)","Swim","Lots of pull today mixed in with some drills. Focus on the drill and then think about the adjustments during the pull set. Make sure you work the 200s. Plenty of rest after. WU: 500 choice 1:00 . 2 x 100 (25 FTD + 25 Free, repeat) :15 300 Pull :45 200 Free Build 1:00 . 2 x 100 (25 Catch Up + 25 Free, repeat) :15 300 Pull :45 200 Free Build 1:00 . 2 x 100 (25 One Arm Only + 25 Free, repeat) :15 300 Pull :45 200 Free Build 1:00 . 200 CD","0.666666666666667","","2015-02-08","","1920.23999708124","","","","","0.583333333333333","0.914399998610112","","","","","","","","0.256134453392188","0.98","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Great Falls and Shop Ride","2","","2015-02-08","","52142.7617317191","","","","","1.91666666666667","7.55692199010421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2015-02-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30': 4x30"" pickups faster than 5K pace","Run","Nice shakeout run. Slightly unstructured so this can be done on the tready or outside. After a nice 10-15' WU, please mix in 4 x (30"" pickups @ faster than 5K pace + 2' easy). Pace after that is your choice but make sure you leave some time for a CD","0.5","","2015-02-10","","6437.37799157025","","","","","0.541666666666667","3.30121948285654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Ride to work","2","","2015-02-11","","47314.7282380414","","","","","1.93333333333333","6.79809313764962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Short run to W-L","0.333333333333333","","2015-02-11","","3862.42679494215","","","","","0.325","3.30121948285654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Swim with Madi","0.333333333333333","","2015-02-11","","914.399998610112","","","","","0.333333333333333","0.76199999884176","","","","","","","","0.142296918551216","0.14","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Masters: MS 8x100 on 1:20","1","","2015-02-12","","2560.31999610831","","","","","0.833333333333333","0.853439998702771","","","","","","","","0.239058823166042","1.14","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Under overs","0.75","","2015-02-13","","19312.1339747108","231","459","554.91","","0.668513888888889","8.02448797071064","","95","","143","177","","","0.927686417407518","56.79","3","17","10","11","0","","","","","","4","15","7","4","6","4","","","","","",""
"","Day Off","Lazy and buy new car","","","2015-02-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","2.25","","2015-02-15","","67592.4689114877","","","","","2.25","8.34474924833181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Swim with Kate & Blaine","0.25","","2015-02-16","","548.639999166067","","","","","0.25","0.609599999073408","","","","","","","","0.256134453392188","0.28","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Post MTB Spin","0.583333333333333","","2015-02-16","","17702.7894768182","216","351","502.062","","0.601611111111111","8.173787735164","","90","","137","165","","","0.834583529014479","41.23","3","22","10","3","0","","","","","","2","16","14","3","4","0","","","","","",""
"","Bike","MTB with Titus","1.16666666666667","","2015-02-16","","17885.38","","","","","1.13959055555556","4.35960186480232","","","","120","153","","","0.606633952085025","61.44","31","51","7","0","0","","","","","","","","","","","","","","","","",""
"","Run","Transition Run","0.416666666666667","","2015-02-16","","5310.83684304546","","","","","0.416666666666667","3.54055789536364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","First time on rollers. Worked my abs","1","","2015-02-17","","28968.2009620661","180","527","771.567","","1.01820138888889","7.90287911337834","","92","","111","131","","","0.692761428113879","48.21","51","20","0","0","0","","","","","","2","65","2","1","1","0","","","","","",""
"","Run","Half pavement, half snow run","0.833333333333333","","2015-02-18","","10621.6736860909","","","","","0.883333333333333","3.34014895789023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run to the pool","0.166666666666667","","2015-02-19","","1770.27894768182","","","","","0.166666666666667","2.95046491280303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Swim at W-L","0.75","","2015-02-19","","2377.43999638629","","","","","0.666666666666667","0.990599998494288","","","","","","","","0.277478991174871","1.42","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest - travel to Cape May","","","2015-02-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition Run in snow","0.416666666666667","","2015-02-21","","4345.23014430992","","","","","0.421111111111111","2.86624679703821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","High cadence High AeT Pre-Run","1","","2015-02-21","","32186.8899578513","203","612","775.953","","1.03918055555556","8.60370483095689","","98","","133","149","","","0.794988010075894","64.97","3","52","8","0","0","","","","","","2","41","20","0","0","1","","","","","",""
"","Swim","Tough masters","1","","2015-02-21","","3200.39999513539","","","","","1","0.88899999864872","","","","","","","","0.249019607464627","1.54","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","30' High AeT 5' AR 4' ME LT + 6' AR 4' ME AeC + 6' AR","1","","2015-02-22","","120","201","353","774.759","","1.06878472222222","0.0311931375097479","","92","","137","165","","","0.789923304740341","66.17","0","48","13","2","0","","","","","","3","48","5","1","7","0","","","","","",""
"","Run","Vienna Run","1","","2015-02-22","","12874.7559831405","","","","","1.01666666666667","3.51769289156844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest...Massage","","","2015-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Easy recovery run","0.5","","2015-02-24","","6437.37799157025","","","","","0.516666666666667","3.46095590944637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Masters: 8x100 1:20, 8x75 1:00, 8x50 :40, 8x25 off blocks","1","","2015-02-24","","3108.95999527438","","","","","1","0.863599998687328","","","","","","","","0.241904761537067","1.42","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Nothing but fun here. Today you're going to light it up. Start out on the lower end of your zones and when you're half way through, if you're feeling it, go to the upper part of the zone but be careful, don't start too hard. Everything should 90-100 rpm. That final max effort should be monstrous! . 5 x (2' easy + 2' low tempo) . 10' AeT building to tempo (increase 10-20 watts every 2-3 minutes) . 5 x (3' LT + 1' AR) 3 x (30"" MAX! + 2' AR) . 5' CD","1","","2015-02-25","","32186.8899578513","226","714","878.749","","1.05168055555556","8.50144344576835","","93","","140","172","","","0.94994104537886","94.01","4","32","20","8","0","","","","","","11","25","6","8","11","4","","","","","",""
"","Run","Transition run","0.333333333333333","","2015-02-26","","4023.36124473141","","","","","0.35","3.19314384502493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","High AeT Ride","1","","2015-02-26","","32186.8899578513","200","280","757.161","","1.04692361111111","8.54007175994515","","96","","128","142","","","0.730827062003121","55.46","3","60","0","0","0","","","","","","1","46","15","0","0","0","","","","","",""
"","Run","Run around the pool","0.333333333333333","","2015-02-27","","4023.36124473141","","","","","0.35","3.19314384502493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","600 (400 Free + 200 Choice) 1:00 400 Pull :45 4 x (50 Drill + 50 Build) :15 400 Pull :45 2 X 200 build (100 Drill + 100 Build) :30 400 Pull :45 200 cd","0.5","","2015-02-27","","1280.15999805416","","","","","0.5","0.711199998918976","","","","","","","","0.199215685971702","0.4","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Easy ride before night out","1","","2015-02-27","","32186.8899578513","205","275","783.451","","1.04135416666667","8.58574637934081","","95","","123","136","","","0.747919213603836","57.62","6","57","0","0","0","","","","","","2","37","24","0","0","0","","","","","",""
"","Run","Long run at Burke Lake...on the LAKE!","1","","2015-02-28","","10460.7392363017","","","","","1.08333333333333","2.68224082982094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Masters","1","","2015-02-28","","2926.07999555236","","","","","0.95","0.855578946067941","","","","","","","","0.239657968086258","1.31","","","","","","","","","","","","","","","","","","","","","",""
"90': 6xCruise Intervals ME->Normal->Fast cadence","Bike","Cadence changing machine! Cruise intervals except we are going to alter the rpms around during each long interval. This will give you a nice combination of muscular and aerobic strength building. . 10' Progressive WU . 4 x (30"" spinups + 2' AR) . Three times through... 4' tempo @ 65-75 rpm 3' tempo @ 90-95 rpm 3' AR @ 95-100 rpm . 10' AeT @ 90-100 rpm . Three times through...last AR = CD 5' LT @ 65-75 rpm 2' LT @ 90-95 rpm 3' AR @ 95-100 rpm","1.5","","2015-03-01","","46670.9904388843","217","417","1202.268","","1.53704861111111","8.43445283193066","","91","","142","177","","","0.898135068727444","123.41","7","39","28","19","0","","","","","","24","25","6","16","20","2","","","","","",""
"","Run","Transition run","0.25","","2015-03-01","","2735.88564641736","","","","","0.233333333333333","3.25700672192543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Recovery ride","0.75","","2015-03-02","","20921.4784726033","193","274","467.867","","0.673381944444445","8.63034990155551","","93","","","","","","0.706659829313178","33.2","","","","","","","","","","","1","35","5","0","0","0","","","","","",""
"","Run","Tempo run to Key Bridge","0.75","","2015-03-03","","10621.6736860909","","","","","0.733333333333333","4.02336124473141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run to W-L","0.333333333333333","","2015-03-04","","4828.03349367769","","","","","0.383333333333333","3.49857499541862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","AeT ride to setup snow day","1","","2015-03-04","","32186.8899578513","191","339","731.192","","1.0628125","8.41239895660786","","94","","125","141","","","0.699874581598668","51.63","7","57","0","0","0","","","","","","4","55","5","0","0","0","","","","","",""
"2600yds: Long WU + 2 neg splits + kick/drill","Swim","Long warm-up today mixed with drills, kicking, and just finding your stroke. Then some negative split work so go out slow & smooth...then drill it!!! Light rest on some of it so the easy parts are your recovery...can you make the 2nd round faster? . WU = Broken 900 (300 Swim + 100 Kick + 200 Pull + 100 Drill + 200 Free) 1:00 8 x 25 (alternate drill,kick) :10 200 Pull :30 . Repeat this set two times... 200 negative split :10 50 easy :30 2 x 100 @ half ironman RPE :15 100 negative split :10 50 easy :30 . 100 CD","0.75","","2015-03-04","","2377.43999638629","","","","","0.75","0.880533331994923","","","","","","","","0.246647992155441","1.13","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","High AeT + 4 x 30"" Strong LT efforts","1.5","","2015-03-05","","48280.3349367769","182","428","1217.746","","1.58940972222222","8.43785209162676","","93","","112","146","","","0.707053653384205","78.96","48","62","1","0","0","","","","","","29","69","12","0","1","1","","","","","",""
"","Run","Transition Run","0.333333333333333","","2015-03-05","","3862.42679494215","","","","","0.361666666666667","2.96653363666832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Swim with Kathy & Will working on stroke rate","0.75","","2015-03-06","","1645.9199974982","","","","","0.666666666666667","0.685799998957584","","","","","","","","0.192100840044141","0.47","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Recovery Run","0.333333333333333","","2015-03-06","","4506.16459409918","","","","","0.374166666666667","3.34533377438692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Soupy, slushy Notoway Run","1","","2015-03-07","","11104.4770354587","","","","","1","3.08457695429408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60': 14 x 20"" Tabatas","Bike","Long warm-up today but there's a reason for that. We've got 2 sections of high octane efforts coming with light rest. These are Tabata style intervals. If outside, find a flat place after a long warm-up and knock out the intervals. . 10' easy WU 5' low tempo 5' Easy 3' tempo + 2' LT + 1' AeC + 4' AR . 8 x (20"" AeC + 10"" very easy pedaling) . 11' AR building to high AeT by minute 5 @ 95+ rpm . 6 x (20"" AnC + 10"" very easy pedaling) . 7' AR building to high AeT by minute 3 @ 95+ rpm . 5' CD","1","","2015-03-07","","33796.2344557438","198","692","792.094","","1.105125","8.49482448082641","","94","","137","182","","","0.881248855248601","85.02","10","29","18","9","1","","","","","","28","18","9","4","2","5","","","","","",""
"","Run","Fast transition run","0.25","","2015-03-08","","3862.42679494215","","","","","0.276944444444444","3.87404894176745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"120': 3x(15' high AeT + 5' LT) + 3 x 1' AeC","Bike","Building the engine and build your power...that's what we're doing today! For the efforts at the end, think RPE = 9...almost 10! . 15' gradual warm-up 5 x (1' low tempo @ 95-105 rpm + 2' AR) . Three times through @ 90-100 rpm... 15'' high AeT 5' LT 5' AR->AeT . 3 x (1' AeC + 4' Easy)","2","","2015-03-08","","64373.7799157025","214","614","1723.931","","2.20389583333333","8.11363461996938","","83","","136","169","","","0.903544607659477","175.35","17","48","61","8","0","","","","","","28","33","20","31","15","7","","","","","",""
"","Swim","Swim with the Estonians","0.5","","2015-03-08","","1097.27999833213","","","","","0.416666666666667","0.73151999888809","","","","","","","","0.170756302261459","0.25","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2015-03-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Swim with Bro & Niece","0.75","","2015-03-10","","2468.8799962473","","","","","0.75","0.914399998610112","","","","","","","","0.256134453392188","1.26","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Sweating out the canolis","0.583333333333333","","2015-03-11","","7242.05024051654","","","","","0.588888888888889","3.41606143420591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Helping the grieving w hill repeats","0.75","","2015-03-12","","11426.3459350372","","","","","0.838611111111111","3.78481150547771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","WU with Carter J & then over unders & high -> low efforts","1","","2015-03-13","","32186.8899578513","","","","","1.03333333333333","8.65238977361593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Burndowns","0.666666666666667","","2015-03-13","","2103.11999680326","","","","","0.666666666666667","0.876299998668024","","","","","","","","0.233773509048426","0.89","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition Run","0.25","","2015-03-13","","3379.62344557438","","","","","0.278055555555556","3.37624719837601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Recover","","","2015-03-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Hilly ride with Titus and Crandle in Haymarket","1.5","","2015-03-15","","34922.7756042686","","","","","1.51666666666667","6.39611274803455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition run","0.25","","2015-03-15","","3218.68899578513","","","","","0.266666666666667","3.35280103727617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
