"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"","Bike","","","","2016-01-08","","0","207","465","745.824","","1.00220831976997","0","","96","","148","178","","","0.846459352893792","71.61","4","11","31","15","0","","","","","","12","28","8","4","5","3","","","","","",""
"Bike - FTP Power Test","Bike","FTP Power Test . 20' progressive WU, smoothly and gradually increasing power from easy to near time-trial effort . 3 x (1' hard effort (think short hill climb or Sprint distance Tri Race Pace) + 2' easy spin recovery) . 3' hard effort (think 3' hill climb or Olympic Distance Tri Race Pace) . 3' VERY easy recovery . 20' time trial @ highest sustainable power* . 5' easy CD spin","1","","2016-01-09","*NOTE: Avoid starting out too hard!! Effort should increase throughout while power remains steady, in an ideal test. As you're nearing the end of the 20', try to tap into your reserves, giving it all you have in the final minute of the TT effort. Wear your HRM for this test as well. Be sure to give me all relevant data, uploading your file(s) into TP. Your FTP will be defined as 95% of the average power you achieve during the 20' test.","708.669982910156","188","1310","847.797","","1.25302856445312","0.157000005245209","","96","","131","151","","","0.700505873006111","60.97","11","47","17","0","0","","","","","","10","51","14","1","0","0","","","","","",""
"","Run","Easy transition run if you have time.","0.166666666666667","","2016-01-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Unstructured run on rolling terrain. Pace is up to you. Find a trail if you want. Enjoy yourself! Extend up to an hour. Be ready for the larger workout the following day.","0.75","","2016-01-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition run...pace is your call.","0.25","","2016-01-10","","2986.18994140625","","","","","0.251210005018446","3.30200004577637","","77","","151","170","","","0.920746401130496","22.78","4","5","1","4","1","0","0","","","","","","","","","","","","","","",""
"","Bike","Outdoor or Indoor bike. Workout is up to you. Looking for base building training session with a few punchy (e.g. hills) efforts. Your goal is to have fun and keep the HR/Power down except when you decide to go. Extend up to 3 hours.","1.25","","2016-01-10","","2617.22998046875","195","497","871.031","","1.25086113823785","0.580999970436096","","96","","159","179","","","0.824689286741195","84.69","2","5","26","41","0","","","","","","25","26","9","4","8","3","","","","","",""
"","Swim","recovery swim","0.5","","2016-01-11","","1920.24005126953","","","","","0.505903891987271","1.05155136529588","","20","","","","","","0.295336270508209","1.3","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","0.0833333333333333","","2016-01-11","","764.77001953125","","","","","0.0695488908555773","3.05399990081787","","79","","","","","","0.859069464382796","5.31","","","","","","","","","","","","","","","","","","","","","",""
"","Run","run from high school","0.0833333333333333","","2016-01-11","","962.659973144531","","","","","0.0877622222900391","3.04699993133545","","74","","","","","","0.872077635308808","6.96","","","","","","","","","","","","","","","","","","","","","",""
"40': 6 punchy 90"" incline repeats","Run","Short, punchy efforts on a good incline that is less than 1/4 mile. If on a tready, make the efforts around 60-90 seconds in duration at 4-5% incline. . 10-15' WU . Repeat this cycle and beat the pace or time for each intensity level on the 2nd round. Feel free to take 30-60 seconds rest in between each effort 60-90"" hill @ moderate pace + 2-3' recovery 60-90"" hill @ faster pace + 2-3' recovery 60-90"" hill @ fastest pace + 2-3' recovery . 5-10' CD","0.75","","2016-01-12","","9050.6298828125","","","","","0.701208360460069","3.58500003814697","","76","","150","176","","","0.959135142880955","70.85","9","16","11","4","1","1","0","","","","","","","","","","","","","","",""
"","Bike","Ride to work","0.75","","2016-01-13","","17973.30078125","","","","","0.729163072374132","6.84700012207031","","","","126","150","","","0.611291863274374","29.95","5","37","2","0","0","","","","","","","","","","","","","","","","",""
"","Bike","Ride home from work","1.25","","2016-01-13","","28228.740234375","","","","","1.24207560221354","6.31300020217896","","","","121","143","","","0.600735139029799","49.92","20","54","0","0","0","","","","","","","","","","","","","","","","",""
"2700yds: Beat previous distance split","Swim","The main set is an interesting one. Your goal is to swim smooth and easy except for the last 100. Directions are below but keep in mind that your total time for each swim including :10 rest should beat the previous swim’s split for that distance. For example, your total time for the 200 is 3:00. This should beat the 200 split of the 300 you swam. Good luck! . WU 300 Choice . 3x100’s, 4x75’s, 4x50’s :10 100s: Breathe on weak side on odd lengths 75s: Middle 25 Fist drill 50s: Build . Take 10 seconds rest before the last 100 of each distance. The last 100 is FAST. Everything else is easy/moderate pace.  500 1:00 400 1:00 300 1:00 200 1:00 100 1:00 . 100 CD","0.5","","2016-01-14","","2103.12005615234","","","","","0.501081670390235","1.16245986130448","","24","","","","","","0.326576425803689","1.75","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Easy run to the pool","0.0833333333333333","","2016-01-14","","772.309997558594","","","","","0.068929443359375","3.11199998855591","","78","","147","161","","","0.891470214165929","5.67","1","2","1","0","0","0","0","","","","","","","","","","","","","","",""
"","Run","Run from HS","0.333333333333333","","2016-01-14","","4122.72021484375","","","","","0.34688720703125","3.30100011825562","","76","","139","153","","","0.880324833773586","29.03","11","9","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2016-01-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition Run","0.25","","2016-01-16","","3289.10009765625","","","","","0.284209442138672","3.21499991416931","","75","","141","155","","","0.889533113388299","24.14","11","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Bike","Group ride in Haymarket","3","","2016-01-16","","84140.0234375","","","","","3.18043185763889","7.34899997711182","","","","138","177","","","0.683159582928215","169.23","23","82","67","18","0","","","","","","","","","","","","","","","","",""
"90': Aerobic Punch - 3 x (15' High AeT + 1' LT + 1' AeC + 3' easy)","Bike","Aerobic Punch. Ride is available on TrainerRoad under team workouts. If outside, right at an aerobic/base pace with 7-10 short efforts that are uncomfortable. If inside, this is to build your aerobic engine while simulating short, punchy climbs . Repeat this set 4 times....gradually build first high AeT set to use as warm-up 15' High AeT @ 90-100 rpm 1' LT @ 85-90 rpm 1' AeC @ 80-85 rpm 3' easy @ 95+ rpm . 10' CD","1.5","","2016-01-17","","24140.1674683884","200","375","542.2","","0.752604166666667","8.90986573227717","","93","","133","161","","","0.767702331840121","43.82","1","38","5","0","0","","","","","","4","29","8","1","2","1","","","","","",""
"","Swim","Working on Peyton's stroke","0.5","","2016-01-18","","914.399998610112","","","","","0.5","0.50799999922784","","","","","","","","0.142296918551216","0.14","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Notoway loops in blustery conditions","1","","2016-01-18","","11884.830078125","","","","","1.02505635579427","3.22099995613098","","76","","142","160","","","0.877972252899087","87.58","34","23","4","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2016-01-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2500yds: 600 + 200 Fun","Swim","Use the 600s as warm-up/active recovery, chance to focus on form, and strength building during the pull sets. You don't have to go fast there. The 200 is your speed area. . 600 WU 1:00 200 @ comfortable pace :30 . 600 (50 Drill + 50 Free, repeat) 1:00 200 faster than previous :30 . 600 (Pull Buoy w paddles if you have 'em) 1:00 200 fastest of the day! :30 . 100 CD","0.75","","2016-01-20","","2377.44006347656","","","","","0.641327225102319","1.02862263350325","","21","","","","","","0.288442455109071","1.54","","","","","","","","","","","","","","","","","","","","","",""
"30': No overstriding","Run","Easy run to high school","0.0833333333333333","","2016-01-20","","1003.60998535156","","","","","0.0846091630723741","3.29500007629395","","77","","123","148","","","0.880548485588444","6.84","4","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Run","Run from HS","0.0833333333333333","","2016-01-20","","1010.55999755859","","","","","0.086094724867079","3.25999999046326","","79","","141","151","","","0.888098211123525","7.08","3","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"60': 2x8' Cruise Intervals + 2x8' Spicy Cruise Intervals","Bike","Everyone loves a good cruise interval session...this one we're adding some spice at the end . 10' progressive WU . 5' tempo + 5' easy . 2 x (8' tempo + 2' easy) . 2 x (4' tempo + 2' LT + 1' AeC + 3' easy)","1","","2016-01-21","","32186.8899578513","","","","","1.0861666531033","8.23152021885862","","","","125","153","","","0.627217594678686","47.44","15","40","11","0","0","","","","","","","","","","","","","","","","",""
"3000yds: 3x(4x25 drill + 2x100 smooth + 400 pull)","Swim","Treat today as an ""easier"" day where you focusing on your stroke put still logging some distance. Take the drills slow and and really ""feel"" the water! . 4 x 200 (odd: free, even: pull) :30 . Really think about your high elbow and catch 4 x 25 (odd: right arm only, even: left arm only) :15 2 x 100 smooth and easy :15 400 Pull (use either a buoy or paddles) 1:00 . 4 x 25 (odd: FTD, even: fist only) :15 2 x 100 smooth and easy :15 400 Pull (use either a buoy or paddles) 1:00 . Do it again...really drive home the importance of that catch and high elbow! 4 x 25 (odd: right arm only, even: left arm only) :15 2 x 100 smooth and easy :15 400 Pull (use either a buoy or paddles) 1:00 . 100 CD","1","","2016-01-22","","2194.56005859375","","","","","0.587879725032383","1.03488719759733","","20","","","","","","0.290461296433922","1.44","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition snow run","0.75","","2016-01-22","","8089.77001953125","","","","","0.782813313802083","2.87100005149841","","77","","142","157","","","0.799601587097921","55.08","28","18","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Bike","Mountain Bike ride in the snow","1.5","","2016-01-22","","32817.171875","","","","","1.62445855034722","5.61199998855591","","","","122","142","","","0.598348599723495","65.2","21","76","0","0","0","","","","","","","","","","","","","","","","",""
"65': Netflix and Chill - base miles with some tempo","Bike","Just in case you can't run outside or you're an overachiever, here's another workout for the snow. The idea here is to relax, turn on something enjoyable and knock out some miles. Watch the changes in cadence! . 5' WU @ 100 rpm . Three times through this main set 10' High AeT @ 95 rpm 5' tempo @ 95 rpm 5' easy @ 100 rpm","1.08333333333333","","2016-01-23","","32186.8899578513","193","347","733.106","","1.05352335611979","8.48657290237918","","97","","128","150","","","0.732510435533475","56.07","7","47","9","0","0","","","","","","9","36","12","5","1","0","","","","","",""
"","Run","Go run in the snow if you can! Extend up to 1 hour if you are warm enough. Forget about pace and just have fun. Keep the strides short and expect this to be work!","1","","2016-01-24","","9913.6201171875","","","","","0.96584221733941","2.8510000705719","","78","","132","156","","","0.774339119325401","64.14","53","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"120': Two long mountains + Two cruise intervals","Bike","Two mountain climbs and some cruise intervals. No joke workout that is available in TrainerRoad. In case devices are not working, use relative perceived exertion (RPE) as follows: tempo=7 out of 10, LT=8 out of 10, AeC=9 out of 10. . 20' WU @ 95 rpm. Build to low tempo . Run though this set 2 times. Imagine climbing a large hill...ok mountain and then flying down the backside of it....go REALLY easy on the intensity but please keep the cadence high. Feel free to go into aerobic tuck too! 10' tempo @ 65-75 rpm 5' LT @ 65-75 rpm 2' AeC @ 65-75 rpm 8' easy @ 100 rpm . 15' AeT @ 90-100 rpm . Cruise intervals...do the first one at low tempo and the second & third ones, wherever you feel like you can hang based the strength of your legs after the 2 mountains. 2 x (10' tempo @ 90-100 rpm + 5' easy) . 5' CD","1.5","","2016-01-25","","45061.6459409918","209","448","1129.631","","1.50399305555556","8.32259419434224","","86","","140","171","","","0.833496754034709","103.92","11","37","33","9","0","","","","","","23","25","12","25","4","1","","","","","",""
"","Run","Reverse Brick","0.333333333333333","","2016-01-25","","3985.35009765625","","","","","0.347067498101128","3.19000005722046","","78","","135","157","","","0.866490960423086","28.08","17","3","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2016-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35': Recovery run with 2-3' 10k burst","Bike","Run on rolling terrain or keep the tready at 1-2%. Start the run off easy and keep the cadence high. After 20-25', give me one nice, long burst (2-3') @ perceived 10k pace. Don't let your form suffer. Then drop it back to an easy pace. If you're tired, only do 20-25' in total duration. If you feel good, do 30-40'.","0.583333333333333","","2016-01-27","","8250.76953125","326","484","786.025","","0.66841552734375","3.42899990081787","","155","","141","167","","","1.20836827507125","96.11","3","12","21","4","0","","","","","","0","0","1","6","17","16","","","","","",""
"60': Recovery w hot WU & 30"" LTs","Bike","Workout is available on TrainerRoad (Recovery w hot WU & 30"" LTs). Long warm-up with high cadence and short efforts to shake the legs out. Then some more short sessions with heat but always done using high cadence (neuromuscular system) and not your big muscle groups. Make sure you start the efforts at the end on the lower end. Your legs should feel better as the workout goes on. If not, please let me know! If outside, take a long warm-up and do short spin-ups with intensity. . 10’ Easy WU . 4’ AeT + 1’ high AeT @ 100 rpm 4’ AeT + 1’ low tempo @ 100 rpm 4’ AeT + 1’ tempo @ 100 rpm . 10’ AeT @ 90-100 rpm . 6 x (30” LT @ 100 rpm + 2’ easy) . 10’ CD","1","","2016-01-28","","32186.8899578513","","","","","1.08333333333333","8.25304870714135","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","2 x 300 2 x 200 2 x 100","0.5","","2016-01-29","","1097.28002929688","","","","","0.260322501394484","1.1691363164417","","24","","","","","","0.327970702043473","0.92","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Recovery run to and from high school","0.333333333333333","","2016-01-29","","930.039978027344","","","","","0.0844377814398872","3.05999994277954","","77","","141","163","","","0.844670368299787","6.27","2","1","1","1","0","0","0","","","","","","","","","","","","","","",""
"","Run","","","","2016-01-29","","3249.82006835938","","","","","0.27668223063151","3.26300001144409","","77","","147","164","","","0.91217939272897","24.7","3","10","2","0","0","0","0","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2016-01-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2600yds: 2x[(4x75) + (4x100 pull)] + 6x25 hypox","Swim","Active Recovery day. Your focus is to have fun in the pool . WU-600 (100 swim, 50 choice, repeat) 4 x 75 (free+non-free+free) :15 4 x 100 (25 Finter tip drag + 75 Free):15 . 4 x 75 (25 Build + 50 easyl) :15 4 x 100 pull (25 Catch-up + 75 Free). Use buoy, paddles, or snorkel :15 . 6 x 50 (2 Build + 1 easy; repeat) :20 6 x 25 :15  #1 = Only take 3 breaths  #2 = Only take 2 breaths  #3 = Only take 1 breath  Second time around, can you take 1 less per 25???? . 150 CD","0.833333333333333","","2016-01-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","500 Free WU 400 IM Drill 4 x 50 Golf *Golf today = Swim a 50 and add your number of strokes with the time in seconds. Try different stroke rates to achieve the lowest total number, which will determine your most efficient stroke. Remember the pace and “feel” for the number of strokes. 5 x 100 @ Golf Score :15 100 Easy 5 x 100 @ Golf Score :10 500 Pull 200 CD","","","2016-01-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Team Spin","1.25","","2016-01-31","","0","181","542","887.302","","1.3634716796875","0","","94","","140","178","","","0.777286527761514","82.3","6","37","27","11","0","","","","","","34","23","11","9","3","2","","","","","",""
"","Run","Transition run","0.25","","2016-01-31","","6783.7099609375","","","","","0.72393805609809","2.6029999256134","","75","","","","","","0.721001315389071","41.34","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Shorter run but your goal is to increase the pace or intensity slightly every 5 minutes. My recommendation is to start around marathon perceived exertion and then keep dialing it up. Shut it down with 2-3' to go so you get a little CD mixed in at the end. Extend up to 40' if you're feeling it.","0.5","","2016-02-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run to High School","0.0833333333333333","","2016-02-02","","851.280029296875","","","","","0.0677138900756836","3.49200010299683","","79","","140","164","","","0.968820238257793","6.59","1","0","2","0","0","0","0","","","","","","","","","","","","","","",""
"2600yds: 3x(3x100 pace) + 3x50 few breaths as possible","Swim","The 100s are challenging because the first one you do, sets the tone and, like all things, I want you to descend it (get faster as you go!). The last part is just for fun and to challenge your tired muscles & body. . 300 (75 Free + 25 Choice) :30 200 (25 Drill + 75 Free) :30 100 Smooth Free :30 . 4 x 50 Build :30 . Repeat this set 3 times through…try to drop 1 second from your first 100 at the beginning of the 2nd and 3rd set so you get faster for all 3 x 100s. Take 15 seconds rest after each 100. Try to hit those target times! . 3 x 100s (Pace, Strong, Easy)   1. Comfortable pace capture your time  2. Drop 5 seconds from #1  3. Add 5 seconds to #1 200 Pull Easy…active recovery :30 . 3 x 50 Free :30 (Take as few breaths as possible! Start by taking 2 on first 25 and 3 on last 25. Next time you go, decrease it. I found my rhythm by taking 1 breath on the first 25 and 2 on the 2nd 25. What's yours?) . 150 CD","0.666666666666667","","2016-02-02","","2560.32006835938","","","","","0.663232503732045","1.06903654201535","","22","","","","","","0.300370820899881","1.8","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Progression run. Looking for you to decrease your mile time by 15-30 seconds each time so make sure you don't go out too fast! . 1 mile warm-up 1 mile @ half marathon or marathon pace 1 mile 15-30 seconds faster 1 mile 15-30 seconds quicker CD with remaining time","0.416666666666667","","2016-02-02","","5802.08984375","","","","","0.427035013834635","3.7739999294281","","78","","154","176","","","1.0093904686834","47.21","5","7","7","2","2","4","0","","","","","","","","","","","","","","",""
"60': AeT/High AeT @ mixed cadences","Bike","Steady aerobic riding with mixed cadence to use different muscle groups and shake the legs out. . 15' AeT @ 95+ RPM . 10' AeT + 5' High AeT @ 85-90 RPM . 10' AeT + 5' High AeT @ 100 RPM . 10' High AeT @ 85-90 RPM . 5' CD","1","","2016-02-02","","0","190","296","748.866","","1.09449998643663","0","","95","","128","145","","","0.708280859608491","54.38","6","54","6","0","0","","","","","","8","40","17","1","0","0","","","","","",""
"45': 4 x (3-4' tempo aka half marathon RPE)","Run","After a 5' WU, find some hills and knock out 4 x (3-4' tempo efforts). If you can't find a climb, set the tready to 3% and start at half marathon pace. The key to this workout is to NOT exceed that tempo range. If you feel like you're at 10k RPE, then you're going too hard. Try to dial up the intensity one small increment each time. Imagine you're improving your pace by 5 seconds per mile each effort. Recover with 4-5' easy in between each.","0.75","","2016-02-03","","8050.39013671875","","","","","0.662560017903646","3.375","","76","","141","170","","","0.922912821109916","61.9","20","11","6","2","1","0","0","","","","","","","","","","","","","","",""
"","Swim","This set simulates a triathlon swim where the pace is always fast at beginning, then it settles after a while and you get into pack, then it can tend to finish strong as people starting thinking about getting out of the water. The kick is to simulate getting on the bike. 400 m easy swim warm-up Main set 300 m alternate 50 free/50 non-free 200 kick with board 100 IM  (all with 20 sec rest at easy/steady intensity) 10 x 50 build on 1 min (get faster throughout each 50m effort, last 5m hard with no breathing) 6 x 450 m (400 swim, 50 m kick with Board). The 400 swim is 100m hard, 250 m moderate, then 50 m hard straight into 50 m kick hard with board. Make sure there are pace changes within the 400’s 200m easy backstroke recovery  1-4-1 ""Loco"" with pull gear. This is a 800 m set where you do a ladder as follows: 25 m hard, 25 m steady, 50 m hard, 50 m steady, 75 m hard, 75 m steady, 100 m hard, 100 m steady, 75 m hard, 75 m steady, 50 m hard, 50 m steady, 25 m hard, 25 m steady. Make sure there is a pace change between steady and hard and don’t do all at same pace. Warm down 300m easy with 30 secs rest Originally from: http://www.ironman.com/triathlon-news/articles/2013/06/ironman-101-swim-workouts.aspx#ixzz3w9IaaPF4","","","2016-02-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Drills","Swim","WU: 300 easy. Then 'swim golf' = 6 x 50 on 15"" rest & count strokes. What combination of time and strokes gives you the lowest ‘score?’ (Ex: 43 strokes + 45” = 88).  MS: Swim a moderate effort using the same stroke count in WU set. 8 x 100 (10”) moderate. 4 x 50 kick (20”) moderate.  CD: 200 easy alternating 50 pull, 50 swim.","0.75","0","2016-02-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy","Bike","Easy spin for 60' in small chain ring. Do this after a long run or race if one is scheduled.","1","","2016-02-04","","19351.119140625","183","722","495.307","","0.753250800238715","7.13600015640259","","90","","128","159","","","0.799421483770312","47.69","6","32","7","0","0","","","","","","16","12","7","4","2","4","","","","","",""
"","Run","Six-Mile Run with Tempo Intervals Warm-up 2 miles easy If you usually run your 10K at 8 min/mile pace, your warm-up should be closer to a 9–9:30 pace. Starting slow will allow you to really run well during the tempo phase as well as allowing your muscles to get warmed up so you don’t get injured. Don’t be the person who goes out to “win” the warm-up. Main Set 2 miles of alternating 2 min tempo, 2 min easy recovery During the tempo section, if you train with heart rate, your BPM should be about five beats under your 10K race pace Time yourself each time you do this workout for the two-mile set. Ideally over a few months you should get significantly faster. Cool-down","","","2016-02-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","t keeps that high-end speed and keeps you training at a high heart rate and power Warm-up 3 min easy, small chain ring. 5 min big chain ring, gradually picking up the speed every minute until at about 80% of perceived effort. 5 min at 80–90% effort with the last 30 seconds at 100%. 2 minutes easy pedaling. RELATED: High Intensity For High Performance Main Set 5×6 min efforts with 2-min recoveries. Efforts are as follows: 2 min at 85% 2 min at 100% 1 min at 110% 1 min at 120% Read more at http://triathlon.competitor.com/2015/01/training/one-hour-workout-bike-sprints-failure_111476#B0OCZuKqbycI5tPA.99","","","2016-02-04","","20886.810546875","159","603","459.771","","0.805152791341146","7.20599985122681","","91","","120","145","","","0.674715901475466","36.25","15","32","1","0","0","","","","","","22","13","6","3","2","2","","","","","",""
"","Brick","Pyramid Brick Workout Warm-up 10 min easy on the bike, increasing effort each minute Main Set: 3-min bike at 90% or more. Run ¼ mile at 5K pace 4-min bike at 90% Run ½ mile at 5K pace 5-min bike at 80–90% Run 1 mile at 5K pace 4-min bike at 90% Run ½ mile at 5K pace 3-min bike at 90% or more Run ¼ mile at 5K pace Cool-down: 5 min easy spin. Cadence should be over 100 RPM. Read more at http://triathlon.competitor.com/2015/07/training/one-hour-workout-quick-pyramid-brick_119916#8v1xp22cq36KRzSQ.99","","","2016-02-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","It's Workout Wednesdays with Andy Potts and Polar: ‪#‎WOD‬- ‪#‎bike‬ ‪#‎WU‬: 30 minutes easy build 15 / 10 / 5 minutes at Iron Man / Ironman 70.3 / ‪#‎olympic‬ distance Pace/Effort ‪#‎MS‬: 8 x (2 minutes at ‪#‎HARD‬ / 10 minutes at ‪#‎IM703‬ Pace/effort / 3 minutes at‪#‎easy‬) 1 x 20 minutes at ‪#‎ironman‬ Pace/Effort ‪#‎CD‬: 15 minutes easy cruise with cadence above 95+rpm's","","","2016-02-05","","1.77999997138977","196","251","465.062","","0.657381930881076","0.00100000004749745","","93","","132","149","","","0.719193892563299","33.49","3","29","7","0","0","","","","","","1","32","7","0","0","0","","","","","",""
