"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"","Swim","Swim with Sara","0.41667","","2014-01-08","","914.4","","","","","0.41667","0.609595123239014","","","","","","","","0.142296918767507","0.14","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Master's Practice","1","","2014-01-09","","2743.2","","","","","1","0.762","","","","","","","","0.213445378151261","0.97","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Ride outside with Titus on the trail","1.5","","2014-01-09","","47174.91015625","192","735","1158.302","","1.68150520324707","7.79300022125244","","104","","125","155","","","0.753859866548884","94.89","19","78","4","0","0","","","","","","27","33","22","11","5","4","","","","","",""
"","Day Off","Rest","","","2014-01-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Bike Fit","0.33333","","2014-01-11","","9656.064","","","","","0.33333","8.04680046800468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Trainer ride with a few tempo efforts","1.33333","","2014-01-11","","38879.8515625","173","272","836.317","","1.34424352645874","8.03400039672852","","112","","134","162","","","0.656288173877705","57.48","4","57","19","2","0","","","","","","24","43","14","1","0","0","","","","","",""
"","Swim","400 Free 400 Pull 400 Kick + Drill . 9 x 50 (2 Smooth & easy, 1 Fast, repeat three times) :10 . 4 x 175 @ Pace :20 . 6 x 50 (2 Smooth & easy, 1 Fast, repeat two times) :10 . 4 x 25 (odds kick, even drill) :10 . 3 x 50 (2 Smooth & easy, 1 Fast) :10 . 300 Smooth . 100 CD","1","","2014-01-12","","2743.2","","","","","1","0.762","","","","","","","","0.213445378151261","0.97","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run home from Audrey Moore","1","","2014-01-12","","12231.38","","","","","1.0033","3.38819390581717","","","","155","171","","","0.98395307417357","107.56","4","19","31","4","2","0","0","","","","","","","","","","","","","","",""
"","Bike","Recovery Spin","1","","2014-01-13","","28108.41","168","462","720.596","","1.03395138888889","6.56585143658024","","123","","111","153","","","0.660685639324719","44.56","51","19","1","0","0","","","","","","19","48","2","1","0","0","","","","","",""
"","Run","This can be done inside or outside...remember HIM = half ironman pace! Lots of variation to keep it real. Warm-up 10' easy 5' build to HIM pace  Main Set 5' IM pace + 1 easy . 4' HIM pace + 1' easy . 3' Oly pace + 1' easy . 2' Sprint pace + 1' easy . 1' Super sprint pace + 1' easy Cool-down 10' easy","0.75","","2014-01-14","","9404.22","","","","","0.775566666666667","3.37673967684022","","","","148","177","","","0.985341433378832","82.67","14","22","6","1","2","1","0","","","","","","","","","","","","","","",""
"","Bike","Base type ride today. After solid warm-up, just find your groove and cruise. Please add 3 x (2' tempo + 3' AR) in the mix. Good 5-10' CD at the end.","1","","2014-01-15","","27126.59","176","295","633.911","","1.00111805555556","7.52471289875173","","128","","119","149","","","0.655932201264715","42.73","21","37","2","0","0","","","","","","10","45","5","1","0","0","","","","","",""
"","Swim","Master's Practice","1","","2014-01-16","","3017.52","","","","","1.08333","0.773725457616793","","","","","","","","0.216729820060726","1.1","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","This will be challenging especially the second round. Make sure you warm-up fast. The last 10' of warm-up should be quicker than usual 20' wu (last 5' tempo) Two times through...put your big boy pants on and push a 10% increase for round 2 for all zones except AR 5' LT 5' AR  2' AeC 3' AR 1' AnC 4' AR","1","","2014-01-16","","29925.01","221","551","849.11","","1.01884722222222","7.80313168187744","","120","","143","177","","","0.922795474935346","86.21","6","25","16","16","0","","","","","","8","26","13","6","6","5","","","","","",""
"","Run","Transition Run w the Mimz","0.33333","","2014-01-17","","3859.71","","","","","0.336069444444444","3.21107321131448","","","","129","140","","","0.912157254950215","29.94","19","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Bike","Aerobic ride on the trail","1.5","","2014-01-17","","37014.912","","","","","1.25","8.225536","","","","106","160","","","0.592432885548283","66.14","62","28","11","0","0","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-01-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run to the cape may channel and back","1","","2014-01-19","","12231.014","","","","","1.01667","3.34179614711646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Cape May Run","0.66667","","2014-01-20","","7763.87","","","","","0.654155555555555","3.29956226094348","","","","147","171","","","0.931988833532997","62.23","9","22","6","0","0","0","0","","","","","","","","","","","","","","",""
"","Swim","400 (50 Free + 25 right arm only + 25 left arm only) 1:00 400 (25 kick + 25 drill + 50 swim) 1:00 4 x 50 use fins if you have them (even smooth easy Free, odd 25 FAST KICK + 25 FAST Free) :15 200 :20 150 :20 2 x 100 :15 3 x 50 :10 200 easy 2 x (3 x 50 descend) :15 100 CD","0.75","","2014-01-21","","2377.44","","","","","0.75","0.880533333333333","","","","","","","","0.246647992530346","1.13","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Aerobic Endurance Ride...try to keep the cadence up for the main set. . 20' WU . Perform all sets @ ~95-100 rpm 4 x (5' high AeT + 5' AR)","1","","2014-01-21","","28968.192","161","278","581.62","","1.0038125","8.01615839611481","","93","","126","154","","","0.626905794929217","39.13","14","38","8","0","0","","","","","","29","21","11","0","0","0","","","","","",""
"","Day Off","Rest","","","2014-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Masters Swim Practice","1","","2014-01-23","","2743.2","","","","","1","0.762","","","","","","","","0.213445378151261","0.97","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Muscular endurance intervals to simulate hill climbs. Do this on the trainer....it'll be cold as balls out. No need to fuck around with that. Get crazy on the trainer! 15' WU 5 x (1' build to high tempo or low LT @ 95 rpm + 1' EASY!) 6' LT @ 65-75 rpm + 4' AR 4' LT @ 65-75 rpm 2' @ AeC @ 65-75 rpm 4' AR 7' high AeT @ 95 rpm 1' tempo @ 95 rpm 3' AR 5' CD","1","","2014-01-23","","27358.848","174","359","590.105","","0.919715","8.26308149807277","","89","","139","173","","","0.742374757314005","50.28","10","20","15","12","0","","","","","","32","9","4","6","5","0","","","","","",""
"","Run","Long hill climbs at slower pace . 10' @ 1% incline WU...build to marathon'ish pace . Hold that marathon pace for rest of workout... . 5' @ 2% + 5' @ 1% 5' @ 3% + 5' @ 1% 5' @ 4% + 1' @ 5% + 4' @ 1% . 5' CD","0.66667","","2014-01-24","","8046.72","","","","","0.66667","3.35278323608382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","45' WU...gradually build to low tempo for last 5' . 4 x (30"" spinups + 2' AR) . 3' x (25' high AeT + 5' AR) . 5' CD","2.5","","2014-01-25","","72420.48","","","","","2.5","8.04672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","transition run","0.33333","","2014-01-25","","6115.507","","","","","0.5","3.39750388888889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","7 x 200 . 100 cd","0.5","","2014-01-27","","1371.6","","","","","0.5","0.762","","","","","","","","0.213445378151261","0.49","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","10' WU . 2 x (10' AeT + 5' tempo)","0.66667","","2014-01-28","","19312.128","","","","","0.66667","8.04667976660117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Keep it low tempo. . 15' WU AR->AeT . 5 x (2' tempo + 2' AR) . 5' low tempo + 5' CD","0.75","","2014-01-29","","21726.144","","","","","0.75","8.04672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition Run","0.41667","","2014-01-29","","5632.704","","","","","0.46667","3.35277605159963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Masters","1","","2014-01-30","","3017.52","","","","","1","0.8382","","","","","","","","0.234789915966387","1.29","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Focus on Turnover and Form . 15' WU . 6 x (30' @ 10k pace + 2' AR) . 5' CD","0.58333","","2014-01-30","","7242.048","","","","","0.5875","3.42413617021277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Beach Run","0.5","","2014-01-31","","5632.704","","","","","0.55","2.8448","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Swim and Video Cindy","0.5","","2014-02-01","","1828.8","","","","","0.66667","0.76199619001905","","","","","","","","0.213444310929706","0.65","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Ride outside in PA","2","","2014-02-01","","35232.93","60","1940","335.369","","1.46147944444444","6.33457928802589","","56","","113","156","","","0.426746169686951","26.33","53","36","3","0","0","","","","","","81","7","2","2","1","1","","","","","",""
"","Run","Transition run with video taping","0.33333","","2014-02-01","","1609.344","","","","","0.16667","2.68218635627287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2014-02-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Sick","","","2014-02-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Recovery bike with some fun at the end to shake out the legs . 15' WU . Repeat this 4 times... 30"" spinup + 2' AR 15"" Right leg OLD + 1' AR 15"" Left leg OLD + 1' AR . Repeat 2 times... 3' AeT' + 2' tempo 5' AR @ 95+ rpm 1' LT + 4' AR @ 95+ rpm . 5' CD","1.08333","","2014-02-04","","30577.536","146","295","592.581","","1.08804166666667","7.80646574503121","","95","","129","160","","","0.560790844703475","34.01","10","44","13","0","0","","","","","","47","18","2","0","0","0","","","","","",""
"","Bike","","1","","2014-02-05","","28968.192","153","391","623.151","","1.00231944444444","8.02809926974933","","97","","136","177","","","0.687293901945709","47.05","14","24","22","9","0","","","","","","44","11","8","2","3","0","","","","","",""
"","Bike","Spin class","0.58333","","2014-02-06","","16093.44","","","","","0.58333","7.66358664906657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Strength","Functional Strength Work","0.25","","2014-02-06","","","","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Fun sets with one tough set of 150s @ pace today with low rest. . 400 Free (every 4th lap OWS) 1:00 . 4 x 100 (25 kick right side, 25 kick left side,  . 400 Pull (75 breath every 3 + 25 breath every 7!!!!) 1:00 . 4 x 150 (75 Free smooth + 75 Build) :30 . 4 x 150 @ Olympic distance pace :10 50 easy 1:00 . 4 x 75 (25 Finger tip drag + 25 Catchup + 25 Free) :20 . 100 CD","1","","2014-02-06","","2743.2","","","","","1","0.762","","","","","","","","0.213445378151261","0.97","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Shorter run at aerobic pace . 5' WU @ 1% . 5' half marathon pace @ 1% . 10' half marathon pace @ 2% . 3' half marathon pace @ 1% . 2' CD","0.5","","2014-02-06","","5230.368","","","","","0.41667","3.48688410492716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Several tempo efforts but mostly an aerobic workout. Perform each section on the low end of your zone if you feel the need for more recovery and on the high end if you're feeling sharp. Spin at 90-100 rpm. . 21' WU AR->AeT . 3 x (1' tempo + 2' AR) . 11' AeT . 3 x (1' tempo + 2' AR) . 10' AeT->AR/CD","1","","2014-02-07","","28968.192","146","308","554.387","","1.02352861111111","7.86174408086622","","95","","129","155","","","0.57180961972534","33.18","9","45","9","0","0","","","","","","39","19","4","1","0","0","","","","","",""
"","Swim","Long warmup and watch the low rest and varying paces during the second set. . Warmup...run through this set 2 times: 300 Free 150 (50 drill + 50 kick + 50 drill) 150 Pull . Please perform this main set 2 times: 300 Free @ Half Ironman Pace :20 4 x 75 @ Olympic Pace :10 4 x 50 Pull easy :15 4 x 25 @ Sprint Pace :10 50 Easy . 200 CD","1","","2014-02-08","","2560.32","","","","","1","0.7112","","","","","","","","0.19921568627451","0.79","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run through Notoway","1","","2014-02-09","","11321.51","","","","","1.01710833333333","3.10178356164384","","","","143","160","","","0.89028251836432","89.05","31","25","4","0","0","0","0","","","","","","","","","","","","","","",""
"","Bike","Ride with Kathy & climbs","2.25","","2014-02-09","","51499.008","","","","","2.25","6.35790222222222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-02-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Masters 5 x 200 warmup . 2 x [4 x 200 + 6 x 50]","0.75","","2014-02-11","","2286","","","","","0.75","0.846666666666667","","","","","","","","0.237161531279178","1","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Fun MTB @ Lake Fairfax","1.25","","2014-02-11","","16769.3","","","","","1.26753888888889","3.67989905639675","","","","118","145","","","0.601416537535178","51.02","34","41","1","0","0","","","","","","","","","","","","","","","","",""
"","Run","Run on the beach","0.83333","","2014-02-12","","8963.86","","","","","0.841733333333333","2.96620119126406","","","","140","151","","","0.840759616446003","65.45","37","13","0","0","0","0","0","","","","","","","","","","","","","","",""
"","Bike","Muscluar Endurance Intervals....lots of cadence variation so watch it. Nice long warmup then long climbing with short punches at the end. I want to see higher numbers as you progress through the sets so don't blow it out on the first interval. . 20' WU progressively build to tempo by minute 17 @ 90-95 rpm . 4 x (2' build to LT @ 65-75 rpm + 3' AR @ 95-100 rpm) . Three times through....long simulated climbs: 3' LT @ 65-75 rpm 2' AeC @ 65-75 rpm 1' AnC @ 65-75 rpm 4' AR @ 95-100 rpm . Four times through...these short efforts should be higher than your AnC from the longer set...I'm expect monster numbers here: 30"" AnC @ 65-75 rpm 2' AR @ 95-100 rpm . 5' CD","1.25","","2014-02-13","","35405.568","180","577","827.305","","1.25156277777778","7.85807965419234","","90","","142","177","","","0.798078577970972","78.99","13","20","23","21","0","","","","","","37","18","3","5","10","3","","","","","",""
"","Bike","Recovery ride with some short efforts to shake the legs out. Make sure you're riding at 90+ rpm today unless noted . 15' WU build to tempo . 5 x (30"" tempo + 90"" AR) . 4 x (45"" OLD + 3' AR @ 100 rpm) . 5' CD @ 95 rpm","0.75","","2014-02-14","","20921.472","62","199","195.15","","0.7725","7.52300323624596","","56","","122","136","","","0.424464073695919","8.82","8","45","0","0","0","","","","","","52","1","0","0","0","0","","","","","",""
"","Run","Tready","0.5","","2014-02-14","","8046.72","","","","","0.6","3.72533333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Master's","1","","2014-02-15","","2743.2","","","","","1","0.762","","","","","","","","0.213445378151261","0.97","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Indoor Ride with Titus","2","","2014-02-15","","57936.384","","","","","2","8.04672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Transition Run","0.33333","","2014-02-16","","4023.36","","","","","0.33333","3.35283352833528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Master's Practice","0.75","","2014-02-16","","2377.44","","","","","0.83333","0.79248316993268","","","","","","","","0.246647992530346","1.13","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","20' WU AR->AeT . Two times through... 1' Low tempo/high AeT @ 100+ rpm 1' AR 1' Low tempo/high AeT @ 100+ rpm 2' AR . Main set done at 90-95 rpm... 10' AeT + 5' tempo 5' AR @ 95 rpm 9' AeT + 4' tempo + 2' LT 5' AR @ 95 rpm 8' AeT + 4' tempo + 2' LT + 1' AeC 5' AR @ 95 rpm . 15' AeT . 4 x (30"" AnC + 4' AR) . CD","2","","2014-02-16","","53108.352","","","","","1.83333","8.0467346304266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Long run on the beach","1","","2014-02-17","","10138.867","","","","","0.88333","3.18833498742763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-02-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Purpose today is to simulate a climb and then no break, right back into high AeT effort. Good practice to teach your body how to deal with processing lactic acid. . 15' AR-high AeT + 3' low tempo + 2' AR . 2 x (2' LT @ 65-75 rpm + 3' AR) . 3' LT @ 65-75 rpm 5' High AeT 2' AR . 3' LT @ 65-75 rpm 1' AeC @ 65-75 rpm 6' High AeT 5' AR . 5' CD","1","","2014-02-19","","28968.192","","","","","1","8.04672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Swim with one quick set in the middle. Focus on your form during the breathing set . 500 Free . 4 x 125 Fins (50 Kick + 50 Drill + 25 Smooth) :15 . 8 x 50 :15  1. 25 (only 5 breaths) + 25 (only 3 breaths)  1. 25 (only 5 breaths) + 25 (only 2 breaths)  3. 50 Build  4. 50 Easy and Smooth . 100 easy . 300 (100 Build + 100 easy + 100 build) :10 100 easy swim active recovery 1:00 . 100 build :10 100 easy active recovery 1:00 . 500 pull . 100 CD","0.83333","","2014-02-19","","2194.56","","","","","0.83333","0.731522926091704","","","","","","","","0.204908382658741","0.72","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Short transition Run","0.16667","","2014-02-19","","2011.68","","","","","0.16667","3.35273294534109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","This one will test you mentally. Cover your watts and go by feel today. Teach you how to internalize your zones and fight through. Hold between 90 and 100 rpm but again, you can't check. Self perception today. . 10' self-perceived AeT . 10' add one gear to make it harder . 10' give me another gear . 5' I want one more!!! . 5' AR  . 10' self perceived high AeT . 10' add one gear . 5' cd","1","","2014-02-20","","32186.88","205","352","766.584","","1.03765305555556","8.61636743816374","","100","","147","169","","","0.779437793977817","62.52","2","15","34","12","0","","","","","","9","21","24","7","1","0","","","","","",""
"","Run","Transition Run","0.33333","","2014-02-20","","3781.958","","","","","0.33333","3.1516631832985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Walk","Mt Timpanogos Climb","2.5","","2014-02-21","","","","","","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Walk","Mt Timpanogos Climb","4.5","","2014-02-22","","","","","","","4.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Tready","0.5","","2014-02-22","","7242.048","","","","","0.59167","3.40000338026265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-02-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-02-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-02-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Easy Trainer Ride","0.66667","","2014-02-26","","17702.784","","","","","0.6","8.19573333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","600 4 x 75 600 100 8 x 25 400","0.75","","2014-02-26","","2011.68","","","","","0.75","0.745066666666667","","","","","","","","0.208702147525677","0.68","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-02-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run on tready at work","0.41667","","2014-02-28","","4828.032","","","","","0.41667","3.21866225070199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Aerobic endurance with tempo efforts at the end. . 10' AR->AeT . 4 x (45"" spinups + 3' AR) . 5' AeT @ 90-95 rpm . 2 x (5' tempo + 5' AR) . 3' Build to LT 7' AR / CD","1","","2014-02-28","","28968.192","186","385","669.784","","1.00189305555556","8.03151589421692","","99","","146","179","","","0.753264517314875","56.45","5","19","20","16","0","","","","","","19","24","8","5","4","1","","","","","",""
"","Bike","Long ride to Great Falls, MD","3","","2014-03-01","","80932.24","","","","","3.02506027777778","5.75866230254732","","","","108","174","","","0.619535784448732","171.74","162","39","29","4","0","","","","","","","","","","","","","","","","",""
"","Run","Trail run with Stratton","1.5","","2014-03-02","","13277.088","","","","","1.41667","2.60334446271891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","","1","","2014-03-02","","2468.88","","","","","1","0.6858","","","","","","","","0.192100840336134","0.71","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","","1","","2014-03-03","","30577.536","","","","","1.03333","8.21979425740083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","4 x 100 4 x 25 16 x 50 100 easy 2 times through... 100 2 x 100 3 x 150 . 200 CD","1","","2014-03-04","","2834.64","","","","","1.08333","0.726833005640017","","","","","","","","0.203594679450985","0.91","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Tready workout with extended efforts @ inclines. Make sure you start at the low end of you pace because this is long! . 10' building warmup @ 1% . 15' @ marathon pace @ 2% . 10' @ half-marathon pace @ 3% . 5' @ 10k pace @ 4% . 5' CD","0.75","","2014-03-05","","9977.933","","","","","0.78333","3.53828917002484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Easy ride","0.33333","","2014-03-05","","8851.392","","","","","0.3","8.19573333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Easy transition run","0.33333","","2014-03-06","","4506.163","","","","","0.33889","3.6935641194619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","Muscular Endurance Intervals. Blow it out with those AnC's and I expect to see the highest numbers on the last set so make sure you save it! . 20' Warmup . 4 x (30"" spinups + 2' AR) . 3 x (3' LT @ 65-75 rpm + 2' AR) . 10' AeT . Two times through... 3' LT @ 65-75 rpm 2' AeC @ 65-75 rpm 1' AnC @ 65-75 rpm 4' AR @ 95 rpm","1.25","","2014-03-06","","28968.192","","","","","1","8.04672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","300 swim 200 (25 kick + 25 drill) 2 x 150 Pull . Two times through this set... 4 x 50 drill (alternate finger tip drag, catchup, and one arm) 400 @ olympic distance pace 100 easy . 200 CD","0.75","","2014-03-06","","2286","","","","","0.83333","0.762003048012192","","","","","","","","0.213446231936188","0.81","","","","","","","","","","","","","","","","","","","","","",""
"","Bike","30' WU (25' build to tempo + 5' easy) . 3 x (6' AeT + 4' tempo + 2' low LT + 3' AR) . 15' AeT . 2 x (5' AeT + 4' tempo + 3' low LT + 3' AR) . 3 x (1' LT + 1' AnC + 3' AR) . 15' CD (small ring only!)","2","","2014-03-07","","56327.04","","","","","2","7.8232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run on the beach...enjoy it :)","1.25","","2014-03-08","","14001.293","","","","","1.25","3.11139844444444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","Run during lunch","0.5","","2014-03-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Swim","Warmup 200 swim/100 kick/200 pull/100 kick . 2 x 200 (50 swim + 50 OWS + 50 drill + 50 swim) . 4 × 100 swim @ 1:30 (descend 1-4) get times . 300 (50 free + 50 non-free) . 4 × 100 swim @ 1:25 (descend 1-4) hold times . 300 (50 free + 50 non-free) . 4 × 100 swim @ 1:20 (descend 1-4) hold times . 200 CD","1","","2014-03-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Day Off","Rest","","","2014-03-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
